Iteration,ReplicaIndex,Temperature,Energy,SAP
2252,7,97.1844,35538.7,NA
2252,8,66.7088,33981.7,NA
2253,0,0.1,33784,NA
2253,1,0.260772,33831.7,NA
2253,2,0.699422,33928.6,NA
2253,3,1.87633,33945.6,NA
2253,4,5.16087,33945.6,NA
2253,5,13.7138,33981.7,NA
2253,6,36.2333,33981.7,NA
2253,7,97.1844,35597.4,NA
2253,8,66.7088,33981.7,NA
2254,0,0.1,33784,NA
2254,1,0.260772,33831.7,NA
2254,2,0.699422,33928.6,NA
2254,3,1.87633,33945.6,NA
2254,4,5.16087,33945.6,NA
2254,5,13.7138,33981.7,NA
2254,6,36.2333,33981.7,NA
2254,7,97.1844,35597.4,NA
2254,8,66.7088,33981.7,NA
2255,0,0.1,33784,NA
2255,1,0.260772,33831.7,NA
2255,2,0.699422,33928.6,NA
2255,3,1.87633,33945.6,NA
2255,4,5.16087,33945.6,NA
2255,5,13.7138,33981.7,NA
2255,6,36.2333,33981.7,NA
2255,7,97.1844,35466.2,NA
2255,8,66.7088,33981.7,NA
2256,0,0.1,33784,NA
2256,1,0.260772,33831.7,NA
2256,2,0.699422,33928.6,NA
2256,3,1.87633,33945.6,NA
2256,4,5.16087,33945.6,NA
2256,5,13.7138,33981.7,NA
2256,6,36.2333,33981.7,NA
2256,7,97.1844,35684.1,NA
2256,8,66.7088,33981.7,NA
2257,0,0.1,33784,NA
2257,1,0.260772,33831.7,NA
2257,2,0.699422,33928.6,NA
2257,3,1.87633,33945.6,NA
2257,4,5.16087,33945.6,NA
2257,5,13.7138,33981.7,NA
2257,6,36.2333,33981.7,NA
2257,7,97.1844,35608,NA
2257,8,66.7088,33981.7,NA
2258,0,0.1,33784,NA
2258,1,0.260772,33831.7,NA
2258,2,0.699422,33928.6,NA
2258,3,1.87633,33945.6,NA
2258,4,5.16087,33945.6,NA
2258,5,13.7138,33981.7,NA
2258,6,36.2333,33981.7,NA
2258,7,97.1844,35649.1,NA
2258,8,66.7088,33981.7,NA
2259,0,0.1,33784,NA
2259,1,0.260772,33831.7,NA
2259,2,0.699422,33928.6,NA
2259,3,1.87633,33945.6,NA
2259,4,5.16087,33945.6,NA
2259,5,13.7138,33981.7,NA
2259,6,36.2333,33981.7,NA
2259,7,97.1844,35911.7,NA
2259,8,66.7088,33981.7,NA
2260,0,0.1,33784,NA
2260,1,0.260772,33831.7,NA
2260,2,0.699422,33928.6,NA
2260,3,1.87633,33945.6,NA
2260,4,5.16087,33945.6,NA
2260,5,13.7138,33981.7,NA
2260,6,36.2333,33981.7,NA
2260,7,97.1844,36263.9,NA
2260,8,66.7088,33981.7,NA
2261,0,0.1,33784,NA
2261,1,0.260772,33831.7,NA
2261,2,0.699422,33928.6,NA
2261,3,1.87633,33945.6,NA
2261,4,5.16087,33945.6,NA
2261,5,13.7138,33981.7,NA
2261,6,36.2333,33981.7,NA
2261,7,97.1844,36380.2,NA
2261,8,66.7088,33981.7,NA
2262,0,0.1,33784,NA
2262,1,0.260772,33831.7,NA
2262,2,0.699422,33928.6,NA
2262,3,1.87633,33945.6,NA
2262,4,5.16087,33945.6,NA
2262,5,13.7138,33981.7,NA
2262,6,36.2333,33981.7,NA
2262,7,97.1844,36211.1,NA
2262,8,66.7088,33981.7,NA
2263,0,0.1,33784,NA
2263,1,0.260772,33831.7,NA
2263,2,0.699422,33928.6,NA
2263,3,1.87633,33945.6,NA
2263,4,5.16087,33945.6,NA
2263,5,13.7138,33981.7,NA
2263,6,36.2333,33981.7,NA
2263,7,97.1844,36193.1,NA
2263,8,66.7088,33981.7,NA
2264,0,0.1,33784,NA
2264,1,0.260772,33831.7,NA
2264,2,0.699422,33928.6,NA
2264,3,1.87633,33945.6,NA
2264,4,5.16087,33945.6,NA
2264,5,13.7138,33981.7,NA
2264,6,36.2333,33981.7,NA
2264,7,97.1844,36295.8,NA
2264,8,66.7088,33981.7,NA
2265,0,0.1,33784,NA
2265,1,0.260772,33831.7,NA
2265,2,0.699422,33928.6,NA
2265,3,1.87633,33945.6,NA
2265,4,5.16087,33945.6,NA
2265,5,13.7138,33981.7,NA
2265,6,36.2333,33981.7,NA
2265,7,97.1844,36251.1,NA
2265,8,66.7088,33981.7,NA
2266,0,0.1,33784,NA
2266,1,0.260772,33831.7,NA
2266,2,0.699422,33928.6,NA
2266,3,1.87633,33945.6,NA
2266,4,5.16087,33945.6,NA
2266,5,13.7138,33981.7,NA
2266,6,36.2333,33981.7,NA
2266,7,97.1844,36175.2,NA
2266,8,66.7088,33981.7,NA
2267,0,0.1,33784,NA
2267,1,0.260772,33831.7,NA
2267,2,0.699422,33928.6,NA
2267,3,1.87633,33945.6,NA
2267,4,5.16087,33945.6,NA
2267,5,13.7138,33981.7,NA
2267,6,36.2333,33981.7,NA
2267,7,97.1844,35877.8,NA
2267,8,66.7088,33981.7,NA
2268,0,0.1,33784,NA
2268,1,0.260772,33831.7,NA
2268,2,0.699422,33928.6,NA
2268,3,1.87633,33945.6,NA
2268,4,5.16087,33945.6,NA
2268,5,13.7138,33981.7,NA
2268,6,36.2333,33981.7,NA
2268,7,97.1844,35622.5,NA
2268,8,66.7088,33981.7,NA
2269,0,0.1,33784,NA
2269,1,0.260772,33831.7,NA
2269,2,0.699422,33928.6,NA
2269,3,1.87633,33945.6,NA
2269,4,5.16087,33945.6,NA
2269,5,13.7138,33981.7,NA
2269,6,36.2333,33981.7,NA
2269,7,97.1844,35693.8,NA
2269,8,66.7088,34092.1,NA
2270,0,0.1,33784,NA
2270,1,0.260772,33831.7,NA
2270,2,0.699422,33928.6,NA
2270,3,1.87633,33945.6,NA
2270,4,5.16087,33945.6,NA
2270,5,13.7138,33981.7,NA
2270,6,36.2333,33981.7,NA
2270,7,97.1844,35693.8,NA
2270,8,66.7088,34092.1,NA
2271,0,0.1,33784,NA
2271,1,0.260772,33831.7,NA
2271,2,0.699422,33928.6,NA
2271,3,1.87633,33945.6,NA
2271,4,5.16087,33945.6,NA
2271,5,13.7138,33981.7,NA
2271,6,36.2333,33981.7,NA
2271,7,97.1844,35679.2,NA
2271,8,66.7088,34092.1,NA
2272,0,0.1,33784,NA
2272,1,0.260772,33831.7,NA
2272,2,0.699422,33928.6,NA
2272,3,1.87633,33945.6,NA
2272,4,5.16087,33945.6,NA
2272,5,13.7138,33981.7,NA
2272,6,36.2333,33981.7,NA
2272,7,97.1844,35655.5,NA
2272,8,66.7088,34092.1,NA
2273,0,0.1,33784,NA
2273,1,0.260772,33831.7,NA
2273,2,0.699422,33928.6,NA
2273,3,1.87633,33945.6,NA
2273,4,5.16087,33945.6,NA
2273,5,13.7138,33981.7,NA
2273,6,36.2333,33981.7,NA
2273,7,97.1844,35655.5,NA
2273,8,66.7088,34092.1,NA
2274,0,0.1,33784,NA
2274,1,0.260772,33831.7,NA
2274,2,0.699422,33928.6,NA
2274,3,1.87633,33945.6,NA
2274,4,5.16087,33945.6,NA
2274,5,13.7138,33981.7,NA
2274,6,36.2333,33981.7,NA
2274,7,97.1844,35786.7,NA
2274,8,66.7088,34092.1,NA
2275,0,0.1,33784,NA
2275,1,0.260772,33831.7,NA
2275,2,0.699422,33928.6,NA
2275,3,1.87633,33945.6,NA
2275,4,5.16087,33945.6,NA
2275,5,13.7138,33981.7,NA
2275,6,36.2333,33981.7,NA
2275,7,97.1844,36165.5,NA
2275,8,66.7088,34092.1,NA
2276,0,0.1,33784,NA
2276,1,0.260772,33831.7,NA
2276,2,0.699422,33928.6,NA
2276,3,1.87633,33945.6,NA
2276,4,5.16087,33945.6,NA
2276,5,13.7138,33981.7,NA
2276,6,36.2333,33981.7,NA
2276,7,97.1844,35587.3,NA
2276,8,66.7088,34092.1,NA
2277,0,0.1,33784,NA
2277,1,0.260772,33831.7,NA
2277,2,0.699422,33928.6,NA
2277,3,1.87633,33945.6,NA
2277,4,5.16087,33945.6,NA
2277,5,13.7138,33981.7,NA
2277,6,36.2333,33981.7,NA
2277,7,97.1844,35303,NA
2277,8,66.7088,34092.1,NA
2278,0,0.1,33784,NA
2278,1,0.260772,33831.7,NA
2278,2,0.699422,33928.6,NA
2278,3,1.87633,33945.6,NA
2278,4,5.16087,33945.6,NA
2278,5,13.7138,33981.7,NA
2278,6,36.2333,33981.7,NA
2278,7,97.1844,35303.9,NA
2278,8,66.7088,34092.1,NA
2279,0,0.1,33784,NA
2279,1,0.260772,33831.7,NA
2279,2,0.699422,33928.6,NA
2279,3,1.87633,33945.6,NA
2279,4,5.16087,33945.6,NA
2279,5,13.7138,33981.7,NA
2279,6,36.2333,33981.7,NA
2279,7,97.1844,35303.9,NA
2279,8,66.7088,34092.1,NA
2280,0,0.1,33784,NA
2280,1,0.260772,33831.7,NA
2280,2,0.699422,33928.6,NA
2280,3,1.87633,33945.6,NA
2280,4,5.16087,33945.6,NA
2280,5,13.7138,33981.7,NA
2280,6,36.2333,33981.7,NA
2280,7,97.1844,35303.9,NA
2280,8,66.7088,34092.1,NA
2281,0,0.1,33784,NA
2281,1,0.260772,33831.7,NA
2281,2,0.699422,33928.6,NA
2281,3,1.87633,33945.6,NA
2281,4,5.16087,33945.6,NA
2281,5,13.7138,33981.7,NA
2281,6,36.2333,33981.7,NA
2281,7,97.1844,34964.7,NA
2281,8,66.7088,34092.1,NA
2282,0,0.1,33784,NA
2282,1,0.260772,33831.7,NA
2282,2,0.699422,33928.6,NA
2282,3,1.87633,33945.6,NA
2282,4,5.16087,33945.6,NA
2282,5,13.7138,33981.7,NA
2282,6,36.2333,33981.7,NA
2282,7,97.1844,34964.7,NA
2282,8,66.7088,34092.1,NA
2283,0,0.1,33784,NA
2283,1,0.260772,33831.7,NA
2283,2,0.699422,33928.6,NA
2283,3,1.87633,33945.6,NA
2283,4,5.16087,33945.6,NA
2283,5,13.7138,33981.7,NA
2283,6,36.2333,33981.7,NA
2283,7,97.1844,35193.7,NA
2283,8,66.7088,34092.1,NA
2284,0,0.1,33784,NA
2284,1,0.260772,33831.7,NA
2284,2,0.699422,33928.6,NA
2284,3,1.87633,33945.6,NA
2284,4,5.16087,33945.6,NA
2284,5,13.7138,33981.7,NA
2284,6,36.2333,33981.7,NA
2284,7,97.1844,35502.9,NA
2284,8,66.7088,34092.1,NA
2285,0,0.1,33784,NA
2285,1,0.260772,33831.7,NA
2285,2,0.699422,33928.6,NA
2285,3,1.87633,33945.6,NA
2285,4,5.16087,33945.6,NA
2285,5,13.7138,33981.7,NA
2285,6,36.2333,33981.7,NA
2285,7,97.1844,35502.9,NA
2285,8,66.7088,34376.2,NA
2286,0,0.1,33784,NA
2286,1,0.260772,33831.7,NA
2286,2,0.699422,33928.6,NA
2286,3,1.87633,33945.6,NA
2286,4,5.16087,33945.6,NA
2286,5,13.7138,33981.7,NA
2286,6,36.2333,33981.7,NA
2286,7,97.1844,35405.8,NA
2286,8,66.7088,34376.2,NA
2287,0,0.1,33784,NA
2287,1,0.260772,33831.7,NA
2287,2,0.699422,33928.6,NA
2287,3,1.87633,33945.6,NA
2287,4,5.16087,33945.6,NA
2287,5,13.7138,33981.7,NA
2287,6,36.2333,33981.7,NA
2287,7,97.1844,35405.8,NA
2287,8,66.7088,34376.2,NA
2288,0,0.1,33784,NA
2288,1,0.260772,33831.7,NA
2288,2,0.699422,33928.6,NA
2288,3,1.87633,33945.6,NA
2288,4,5.16087,33945.6,NA
2288,5,13.7138,33981.7,NA
2288,6,36.2333,33981.7,NA
2288,7,97.1844,35604.7,NA
2288,8,66.7088,34376.2,NA
2289,0,0.1,33784,NA
2289,1,0.260772,33831.7,NA
2289,2,0.699422,33928.6,NA
2289,3,1.87633,33945.6,NA
2289,4,5.16087,33945.6,NA
2289,5,13.7138,33981.7,NA
2289,6,36.2333,33981.7,NA
2289,7,97.1844,36147,NA
2289,8,66.7088,34376.2,NA
2290,0,0.1,33784,NA
2290,1,0.260772,33831.7,NA
2290,2,0.699422,33928.6,NA
2290,3,1.87633,33945.6,NA
2290,4,5.16087,33945.6,NA
2290,5,13.7138,33981.7,NA
2290,6,36.2333,33981.7,NA
2290,7,97.1844,36278.2,NA
2290,8,66.7088,34376.2,NA
2291,0,0.1,33784,NA
2291,1,0.260772,33831.7,NA
2291,2,0.699422,33928.6,NA
2291,3,1.87633,33945.6,NA
2291,4,5.16087,33945.6,NA
2291,5,13.7138,33981.7,NA
2291,6,36.2333,33981.7,NA
2291,7,97.1844,35466.2,NA
2291,8,66.7088,34092.1,NA
2292,0,0.1,33784,NA
2292,1,0.260772,33831.7,NA
2292,2,0.699422,33928.6,NA
2292,3,1.87633,33945.6,NA
2292,4,5.16087,33945.6,NA
2292,5,13.7138,33981.7,NA
2292,6,36.2333,33981.7,NA
2292,7,97.1844,35576.6,NA
2292,8,66.7088,34092.1,NA
2293,0,0.1,33784,NA
2293,1,0.260772,33831.7,NA
2293,2,0.699422,33928.6,NA
2293,3,1.87633,33945.6,NA
2293,4,5.16087,33945.6,NA
2293,5,13.7138,33981.7,NA
2293,6,36.2333,33981.7,NA
2293,7,97.1844,35576.6,NA
2293,8,66.7088,34092.1,NA
2294,0,0.1,33784,NA
2294,1,0.260772,33831.7,NA
2294,2,0.699422,33928.6,NA
2294,3,1.87633,33945.6,NA
2294,4,5.16087,33945.6,NA
2294,5,13.7138,33981.7,NA
2294,6,36.2333,33981.7,NA
2294,7,97.1844,35576.6,NA
2294,8,66.7088,34092.1,NA
2295,0,0.1,33784,NA
2295,1,0.260772,33831.7,NA
2295,2,0.699422,33928.6,NA
2295,3,1.87633,33945.6,NA
2295,4,5.16087,33945.6,NA
2295,5,13.7138,33981.7,NA
2295,6,36.2333,33981.7,NA
2295,7,97.1844,35532.6,NA
2295,8,66.7088,34092.1,NA
2296,0,0.1,33784,NA
2296,1,0.260772,33831.7,NA
2296,2,0.699422,33928.6,NA
2296,3,1.87633,33945.6,NA
2296,4,5.16087,33945.6,NA
2296,5,13.7138,33981.7,NA
2296,6,36.2333,33981.7,NA
2296,7,97.1844,35532.6,NA
2296,8,66.7088,34092.1,NA
2297,0,0.1,33784,NA
2297,1,0.260772,33831.7,NA
2297,2,0.699422,33928.6,NA
2297,3,1.87633,33945.6,NA
2297,4,5.16087,33945.6,NA
2297,5,13.7138,33981.7,NA
2297,6,36.2333,33981.7,NA
2297,7,97.1844,35581.6,NA
2297,8,66.7088,34092.1,NA
2298,0,0.1,33784,NA
2298,1,0.260772,33831.7,NA
2298,2,0.699422,33928.6,NA
2298,3,1.87633,33945.6,NA
2298,4,5.16087,33945.6,NA
2298,5,13.7138,33981.7,NA
2298,6,36.2333,33981.7,NA
2298,7,97.1844,35723.4,NA
2298,8,66.7088,34092.1,NA
2299,0,0.1,33784,NA
2299,1,0.260772,33831.7,NA
2299,2,0.699422,33928.6,NA
2299,3,1.87633,33945.6,NA
2299,4,5.16087,33945.6,NA
2299,5,13.7138,33981.7,NA
2299,6,36.2333,33981.7,NA
2299,7,97.1844,35749.2,NA
2299,8,66.7088,34092.1,NA
2300,0,0.1,33784,0.00738809
2300,1,0.260685,33831.7,0.0178183
2300,2,0.699185,33928.6,0.0312907
2300,3,1.8757,33945.6,0.847892
2300,4,5.16264,33945.6,0.0291178
2300,5,13.7092,33981.7,0.209474
2300,6,36.2211,33981.7,0.0221643
2300,7,97.1514,35749.2,0.06
2300,8,66.7253,34092.1,0
2300,9,81.9384,35749.2,NA
2301,0,0.1,33784,NA
2301,1,0.260685,33831.7,NA
2301,2,0.699185,33928.6,NA
2301,3,1.8757,33945.6,NA
2301,4,5.16264,33945.6,NA
2301,5,13.7092,33981.7,NA
2301,6,36.2211,33981.7,NA
2301,7,97.1514,35749.2,NA
2301,8,66.7253,34092.1,NA
2301,9,81.9384,35749.2,NA
2302,0,0.1,33784,NA
2302,1,0.260685,33831.7,NA
2302,2,0.699185,33928.6,NA
2302,3,1.8757,33945.6,NA
2302,4,5.16264,33945.6,NA
2302,5,13.7092,33981.7,NA
2302,6,36.2211,33981.7,NA
2302,7,97.1514,35978.7,NA
2302,8,66.7253,34092.1,NA
2302,9,81.9384,35607.4,NA
2303,0,0.1,33784,NA
2303,1,0.260685,33831.7,NA
2303,2,0.699185,33928.6,NA
2303,3,1.8757,33945.6,NA
2303,4,5.16264,33945.6,NA
2303,5,13.7092,33981.7,NA
2303,6,36.2211,33981.7,NA
2303,7,97.1514,36112.6,NA
2303,8,66.7253,35437.8,NA
2303,9,81.9384,34588.4,NA
2304,0,0.1,33784,NA
2304,1,0.260685,33831.7,NA
2304,2,0.699185,33928.6,NA
2304,3,1.8757,33945.6,NA
2304,4,5.16264,33945.6,NA
2304,5,13.7092,33981.7,NA
2304,6,36.2211,33981.7,NA
2304,7,97.1514,36060.3,NA
2304,8,66.7253,34713.7,NA
2304,9,81.9384,35387.1,NA
2305,0,0.1,33784,NA
2305,1,0.260685,33831.7,NA
2305,2,0.699185,33928.6,NA
2305,3,1.8757,33945.6,NA
2305,4,5.16264,33945.6,NA
2305,5,13.7092,33981.7,NA
2305,6,36.2211,33981.7,NA
2305,7,97.1514,36034.6,NA
2305,8,66.7253,34713.7,NA
2305,9,81.9384,35556.6,NA
2306,0,0.1,33784,NA
2306,1,0.260685,33831.7,NA
2306,2,0.699185,33928.6,NA
2306,3,1.8757,33945.6,NA
2306,4,5.16264,33945.6,NA
2306,5,13.7092,33981.7,NA
2306,6,36.2211,33981.7,NA
2306,7,97.1514,35813.9,NA
2306,8,66.7253,34588.4,NA
2306,9,81.9384,35556.6,NA
2307,0,0.1,33784,NA
2307,1,0.260685,33831.7,NA
2307,2,0.699185,33928.6,NA
2307,3,1.8757,33945.6,NA
2307,4,5.16264,33945.6,NA
2307,5,13.7092,33981.7,NA
2307,6,36.2211,33981.7,NA
2307,7,97.1514,35672.1,NA
2307,8,66.7253,34588.4,NA
2307,9,81.9384,35652.9,NA
2308,0,0.1,33784,NA
2308,1,0.260685,33831.7,NA
2308,2,0.699185,33928.6,NA
2308,3,1.8757,33945.6,NA
2308,4,5.16264,33945.6,NA
2308,5,13.7092,33981.7,NA
2308,6,36.2211,33981.7,NA
2308,7,97.1514,35813.9,NA
2308,8,66.7253,34588.4,NA
2308,9,81.9384,35769.2,NA
2309,0,0.1,33784,NA
2309,1,0.260685,33831.7,NA
2309,2,0.699185,33928.6,NA
2309,3,1.8757,33945.6,NA
2309,4,5.16264,33945.6,NA
2309,5,13.7092,33981.7,NA
2309,6,36.2211,33981.7,NA
2309,7,97.1514,35696,NA
2309,8,66.7253,34588.4,NA
2309,9,81.9384,35620.3,NA
2310,0,0.1,33784,NA
2310,1,0.260685,33831.7,NA
2310,2,0.699185,33928.6,NA
2310,3,1.8757,33945.6,NA
2310,4,5.16264,33945.6,NA
2310,5,13.7092,33981.7,NA
2310,6,36.2211,33981.7,NA
2310,7,97.1514,35411.6,NA
2310,8,66.7253,35620.3,NA
2310,9,81.9384,34588.4,NA
2311,0,0.1,33784,NA
2311,1,0.260685,33831.7,NA
2311,2,0.699185,33928.6,NA
2311,3,1.8757,33945.6,NA
2311,4,5.16264,33945.6,NA
2311,5,13.7092,33981.7,NA
2311,6,36.2211,33981.7,NA
2311,7,97.1514,35634.2,NA
2311,8,66.7253,34857,NA
2311,9,81.9384,35411.6,NA
2312,0,0.1,33784,NA
2312,1,0.260685,33831.7,NA
2312,2,0.699185,33928.6,NA
2312,3,1.8757,33945.6,NA
2312,4,5.16264,33945.6,NA
2312,5,13.7092,33981.7,NA
2312,6,36.2211,33981.7,NA
2312,7,97.1514,35634.2,NA
2312,8,66.7253,35022.1,NA
2312,9,81.9384,35411.6,NA
2313,0,0.1,33784,NA
2313,1,0.260685,33831.7,NA
2313,2,0.699185,33928.6,NA
2313,3,1.8757,33945.6,NA
2313,4,5.16264,33945.6,NA
2313,5,13.7092,33981.7,NA
2313,6,36.2211,33981.7,NA
2313,7,97.1514,35022.1,NA
2313,8,66.7253,35516.7,NA
2313,9,81.9384,35634.2,NA
2314,0,0.1,33784,NA
2314,1,0.260685,33831.7,NA
2314,2,0.699185,33928.6,NA
2314,3,1.8757,33945.6,NA
2314,4,5.16264,33945.6,NA
2314,5,13.7092,33981.7,NA
2314,6,36.2211,33981.7,NA
2314,7,97.1514,35714.3,NA
2314,8,66.7253,35022.1,NA
2314,9,81.9384,35634.2,NA
2315,0,0.1,33784,NA
2315,1,0.260685,33831.7,NA
2315,2,0.699185,33928.6,NA
2315,3,1.8757,33945.6,NA
2315,4,5.16264,33945.6,NA
2315,5,13.7092,33981.7,NA
2315,6,36.2211,33981.7,NA
2315,7,97.1514,35708.9,NA
2315,8,66.7253,35165.9,NA
2315,9,81.9384,35022.1,NA
2316,0,0.1,33784,NA
2316,1,0.260685,33831.7,NA
2316,2,0.699185,33928.6,NA
2316,3,1.8757,33945.6,NA
2316,4,5.16264,33945.6,NA
2316,5,13.7092,33981.7,NA
2316,6,36.2211,33981.7,NA
2316,7,97.1514,35764.7,NA
2316,8,66.7253,34660,NA
2316,9,81.9384,35165.9,NA
2317,0,0.1,33784,NA
2317,1,0.260685,33831.7,NA
2317,2,0.699185,33928.6,NA
2317,3,1.8757,33945.6,NA
2317,4,5.16264,33945.6,NA
2317,5,13.7092,33981.7,NA
2317,6,36.2211,33981.7,NA
2317,7,97.1514,35764.7,NA
2317,8,66.7253,34660,NA
2317,9,81.9384,35165.9,NA
2318,0,0.1,33784,NA
2318,1,0.260685,33831.7,NA
2318,2,0.699185,33928.6,NA
2318,3,1.8757,33945.6,NA
2318,4,5.16264,33945.6,NA
2318,5,13.7092,33981.7,NA
2318,6,36.2211,33981.7,NA
2318,7,97.1514,35764.7,NA
2318,8,66.7253,34660,NA
2318,9,81.9384,35165.9,NA
2319,0,0.1,33784,NA
2319,1,0.260685,33831.7,NA
2319,2,0.699185,33928.6,NA
2319,3,1.8757,33945.6,NA
2319,4,5.16264,33945.6,NA
2319,5,13.7092,33981.7,NA
2319,6,36.2211,33981.7,NA
2319,7,97.1514,35909.2,NA
2319,8,66.7253,35165.9,NA
2319,9,81.9384,34660,NA
2320,0,0.1,33784,NA
2320,1,0.260685,33831.7,NA
2320,2,0.699185,33928.6,NA
2320,3,1.8757,33945.6,NA
2320,4,5.16264,33945.6,NA
2320,5,13.7092,33981.7,NA
2320,6,36.2211,33981.7,NA
2320,7,97.1514,35909.2,NA
2320,8,66.7253,34660,NA
2320,9,81.9384,35165.9,NA
2321,0,0.1,33784,NA
2321,1,0.260685,33831.7,NA
2321,2,0.699185,33928.6,NA
2321,3,1.8757,33945.6,NA
2321,4,5.16264,33945.6,NA
2321,5,13.7092,33981.7,NA
2321,6,36.2211,33981.7,NA
2321,7,97.1514,35639.8,NA
2321,8,66.7253,34660,NA
2321,9,81.9384,35165.9,NA
2322,0,0.1,33784,NA
2322,1,0.260685,33831.7,NA
2322,2,0.699185,33928.6,NA
2322,3,1.8757,33945.6,NA
2322,4,5.16264,33945.6,NA
2322,5,13.7092,33981.7,NA
2322,6,36.2211,33981.7,NA
2322,7,97.1514,35639.8,NA
2322,8,66.7253,34660,NA
2322,9,81.9384,35165.9,NA
2323,0,0.1,33784,NA
2323,1,0.260685,33831.7,NA
2323,2,0.699185,33928.6,NA
2323,3,1.8757,33945.6,NA
2323,4,5.16264,33945.6,NA
2323,5,13.7092,34013.3,NA
2323,6,36.2211,33981.7,NA
2323,7,97.1514,35645.3,NA
2323,8,66.7253,34660,NA
2323,9,81.9384,35038.3,NA
2324,0,0.1,33784,NA
2324,1,0.260685,33831.7,NA
2324,2,0.699185,33928.6,NA
2324,3,1.8757,33945.6,NA
2324,4,5.16264,33945.6,NA
2324,5,13.7092,33981.7,NA
2324,6,36.2211,34013.3,NA
2324,7,97.1514,35515.3,NA
2324,8,66.7253,35365.2,NA
2324,9,81.9384,34660,NA
2325,0,0.1,33784,NA
2325,1,0.260685,33831.7,NA
2325,2,0.699185,33928.6,NA
2325,3,1.8757,33945.6,NA
2325,4,5.16264,33945.6,NA
2325,5,13.7092,33981.7,NA
2325,6,36.2211,34013.3,NA
2325,7,97.1514,35515.3,NA
2325,8,66.7253,34250.3,NA
2325,9,81.9384,35365.2,NA
2326,0,0.1,33784,NA
2326,1,0.260685,33831.7,NA
2326,2,0.699185,33928.6,NA
2326,3,1.8757,33945.6,NA
2326,4,5.16264,33945.6,NA
2326,5,13.7092,34013.3,NA
2326,6,36.2211,33981.7,NA
2326,7,97.1514,35613.3,NA
2326,8,66.7253,34250.3,NA
2326,9,81.9384,35365.2,NA
2327,0,0.1,33784,NA
2327,1,0.260685,33831.7,NA
2327,2,0.699185,33928.6,NA
2327,3,1.8757,33945.6,NA
2327,4,5.16264,33945.6,NA
2327,5,13.7092,33981.7,NA
2327,6,36.2211,34013.3,NA
2327,7,97.1514,35613.3,NA
2327,8,66.7253,34250.3,NA
2327,9,81.9384,35564.1,NA
2328,0,0.1,33784,NA
2328,1,0.260685,33831.7,NA
2328,2,0.699185,33928.6,NA
2328,3,1.8757,33945.6,NA
2328,4,5.16264,33945.6,NA
2328,5,13.7092,33981.7,NA
2328,6,36.2211,34013.3,NA
2328,7,97.1514,35767,NA
2328,8,66.7253,34250.3,NA
2328,9,81.9384,35564.1,NA
2329,0,0.1,33784,NA
2329,1,0.260685,33831.7,NA
2329,2,0.699185,33928.6,NA
2329,3,1.8757,33945.6,NA
2329,4,5.16264,33945.6,NA
2329,5,13.7092,33981.7,NA
2329,6,36.2211,34013.3,NA
2329,7,97.1514,35767,NA
2329,8,66.7253,34250.3,NA
2329,9,81.9384,35555.3,NA
2330,0,0.1,33784,NA
2330,1,0.260685,33831.7,NA
2330,2,0.699185,33928.6,NA
2330,3,1.8757,33945.6,NA
2330,4,5.16264,33945.6,NA
2330,5,13.7092,34013.3,NA
2330,6,36.2211,33981.7,NA
2330,7,97.1514,35936.5,NA
2330,8,66.7253,34250.3,NA
2330,9,81.9384,35555.3,NA
2331,0,0.1,33784,NA
2331,1,0.260685,33831.7,NA
2331,2,0.699185,33928.6,NA
2331,3,1.8757,33945.6,NA
2331,4,5.16264,33945.6,NA
2331,5,13.7092,33981.7,NA
2331,6,36.2211,34013.3,NA
2331,7,97.1514,36101.6,NA
2331,8,66.7253,34250.3,NA
2331,9,81.9384,35540.6,NA
2332,0,0.1,33784,NA
2332,1,0.260685,33831.7,NA
2332,2,0.699185,33928.6,NA
2332,3,1.8757,33945.6,NA
2332,4,5.16264,33945.6,NA
2332,5,13.7092,33981.7,NA
2332,6,36.2211,34013.3,NA
2332,7,97.1514,35957.9,NA
2332,8,66.7253,34250.3,NA
2332,9,81.9384,35540.6,NA
2333,0,0.1,33784,NA
2333,1,0.260685,33831.7,NA
2333,2,0.699185,33928.6,NA
2333,3,1.8757,33945.6,NA
2333,4,5.16264,33945.6,NA
2333,5,13.7092,33981.7,NA
2333,6,36.2211,34013.3,NA
2333,7,97.1514,35886.7,NA
2333,8,66.7253,34250.3,NA
2333,9,81.9384,35444.4,NA
2334,0,0.1,33784,NA
2334,1,0.260685,33831.7,NA
2334,2,0.699185,33928.6,NA
2334,3,1.8757,33945.6,NA
2334,4,5.16264,33945.6,NA
2334,5,13.7092,33981.7,NA
2334,6,36.2211,34013.3,NA
2334,7,97.1514,35663.5,NA
2334,8,66.7253,34281.9,NA
2334,9,81.9384,35254.3,NA
2335,0,0.1,33784,NA
2335,1,0.260685,33831.7,NA
2335,2,0.699185,33928.6,NA
2335,3,1.8757,33945.6,NA
2335,4,5.16264,33945.6,NA
2335,5,13.7092,33981.7,NA
2335,6,36.2211,34013.3,NA
2335,7,97.1514,35364.5,NA
2335,8,66.7253,34281.9,NA
2335,9,81.9384,35448.9,NA
2336,0,0.1,33784,NA
2336,1,0.260685,33831.7,NA
2336,2,0.699185,33928.6,NA
2336,3,1.8757,33945.6,NA
2336,4,5.16264,33945.6,NA
2336,5,13.7092,33981.7,NA
