Iteration,ReplicaIndex,Temperature,Energy,SAP
6281,8,66.6056,34061.6,NA
6282,0,0.1,33701.3,NA
6282,1,0.258763,33784,NA
6282,2,0.693929,33831.7,NA
6282,3,1.8616,33868.7,NA
6282,4,5.2025,33928.6,NA
6282,5,13.6072,33945.6,NA
6282,6,36.4706,34023.1,NA
6282,7,96.424,34538.1,NA
6282,8,66.6056,34061.6,NA
6283,0,0.1,33701.3,NA
6283,1,0.258763,33784,NA
6283,2,0.693929,33831.7,NA
6283,3,1.8616,33868.7,NA
6283,4,5.2025,33928.6,NA
6283,5,13.6072,33945.6,NA
6283,6,36.4706,34023.1,NA
6283,7,96.424,34061.6,NA
6283,8,66.6056,34538.1,NA
6284,0,0.1,33701.3,NA
6284,1,0.258763,33784,NA
6284,2,0.693929,33831.7,NA
6284,3,1.8616,33868.7,NA
6284,4,5.2025,33928.6,NA
6284,5,13.6072,33945.6,NA
6284,6,36.4706,34061.6,NA
6284,7,96.424,34538.1,NA
6284,8,66.6056,34023.1,NA
6285,0,0.1,33701.3,NA
6285,1,0.258763,33784,NA
6285,2,0.693929,33831.7,NA
6285,3,1.8616,33868.7,NA
6285,4,5.2025,33928.6,NA
6285,5,13.6072,33945.6,NA
6285,6,36.4706,34061.6,NA
6285,7,96.424,34627,NA
6285,8,66.6056,34023.1,NA
6286,0,0.1,33701.3,NA
6286,1,0.258763,33784,NA
6286,2,0.693929,33831.7,NA
6286,3,1.8616,33868.7,NA
6286,4,5.2025,33945.6,NA
6286,5,13.6072,33928.6,NA
6286,6,36.4706,34061.6,NA
6286,7,96.424,34627,NA
6286,8,66.6056,34023.1,NA
6287,0,0.1,33701.3,NA
6287,1,0.258763,33784,NA
6287,2,0.693929,33831.7,NA
6287,3,1.8616,33868.7,NA
6287,4,5.2025,33928.6,NA
6287,5,13.6072,33945.6,NA
6287,6,36.4706,34046.3,NA
6287,7,96.424,34627,NA
6287,8,66.6056,34023.1,NA
6288,0,0.1,33701.3,NA
6288,1,0.258763,33784,NA
6288,2,0.693929,33831.7,NA
6288,3,1.8616,33868.7,NA
6288,4,5.2025,33928.6,NA
6288,5,13.6072,33945.6,NA
6288,6,36.4706,34046.3,NA
6288,7,96.424,34651.1,NA
6288,8,66.6056,34148,NA
6289,0,0.1,33701.3,NA
6289,1,0.258763,33784,NA
6289,2,0.693929,33831.7,NA
6289,3,1.8616,33868.7,NA
6289,4,5.2025,33928.6,NA
6289,5,13.6072,33945.6,NA
6289,6,36.4706,34046.3,NA
6289,7,96.424,34651.1,NA
6289,8,66.6056,34148,NA
6290,0,0.1,33701.3,NA
6290,1,0.258763,33784,NA
6290,2,0.693929,33831.7,NA
6290,3,1.8616,33868.7,NA
6290,4,5.2025,33928.6,NA
6290,5,13.6072,33945.6,NA
6290,6,36.4706,34046.3,NA
6290,7,96.424,34651.1,NA
6290,8,66.6056,34148,NA
6291,0,0.1,33701.3,NA
6291,1,0.258763,33784,NA
6291,2,0.693929,33831.7,NA
6291,3,1.8616,33868.7,NA
6291,4,5.2025,33928.6,NA
6291,5,13.6072,33945.6,NA
6291,6,36.4706,34046.3,NA
6291,7,96.424,34651.1,NA
6291,8,66.6056,34148,NA
6292,0,0.1,33701.3,NA
6292,1,0.258763,33784,NA
6292,2,0.693929,33831.7,NA
6292,3,1.8616,33868.7,NA
6292,4,5.2025,33945.6,NA
6292,5,13.6072,33928.6,NA
6292,6,36.4706,34046.3,NA
6292,7,96.424,34890,NA
6292,8,66.6056,34291.6,NA
6293,0,0.1,33701.3,NA
6293,1,0.258763,33784,NA
6293,2,0.693929,33831.7,NA
6293,3,1.8616,33868.7,NA
6293,4,5.2025,33928.6,NA
6293,5,13.6072,33945.6,NA
6293,6,36.4706,34046.3,NA
6293,7,96.424,34745.5,NA
6293,8,66.6056,34291.6,NA
6294,0,0.1,33701.3,NA
6294,1,0.258763,33784,NA
6294,2,0.693929,33831.7,NA
6294,3,1.8616,33868.7,NA
6294,4,5.2025,33928.6,NA
6294,5,13.6072,33945.6,NA
6294,6,36.4706,34046.3,NA
6294,7,96.424,34506.7,NA
6294,8,66.6056,34291.6,NA
6295,0,0.1,33701.3,NA
6295,1,0.258763,33784,NA
6295,2,0.693929,33831.7,NA
6295,3,1.8616,33868.7,NA
6295,4,5.2025,33945.6,NA
6295,5,13.6072,33928.6,NA
6295,6,36.4706,34046.3,NA
6295,7,96.424,34332.7,NA
6295,8,66.6056,34289.6,NA
6296,0,0.1,33701.3,NA
6296,1,0.258763,33784,NA
6296,2,0.693929,33831.7,NA
6296,3,1.8616,33868.7,NA
6296,4,5.2025,33928.6,NA
6296,5,13.6072,33945.6,NA
6296,6,36.4706,34046.3,NA
6296,7,96.424,34332.7,NA
6296,8,66.6056,34289.6,NA
6297,0,0.1,33701.3,NA
6297,1,0.258763,33784,NA
6297,2,0.693929,33831.7,NA
6297,3,1.8616,33868.7,NA
6297,4,5.2025,33928.6,NA
6297,5,13.6072,33945.6,NA
6297,6,36.4706,34046.3,NA
6297,7,96.424,34332.7,NA
6297,8,66.6056,34289.6,NA
6298,0,0.1,33701.3,NA
6298,1,0.258763,33784,NA
6298,2,0.693929,33831.7,NA
6298,3,1.8616,33868.7,NA
6298,4,5.2025,33945.6,NA
6298,5,13.6072,33928.6,NA
6298,6,36.4706,34046.3,NA
6298,7,96.424,34289.6,NA
6298,8,66.6056,34507.5,NA
6299,0,0.1,33701.3,NA
6299,1,0.258763,33784,NA
6299,2,0.693929,33831.7,NA
6299,3,1.8616,33868.7,NA
6299,4,5.2025,33928.6,NA
6299,5,13.6072,33945.6,NA
6299,6,36.4706,34046.3,NA
6299,7,96.424,34507.5,NA
6299,8,66.6056,34289.6,NA
6300,0,0.1,33701.3,0.00285669
6300,1,0.258732,33784,0.00666561
6300,2,0.693844,33831.7,0.0115855
6300,3,1.86137,33868.7,0.752579
6300,4,5.20316,33928.6,0.0684018
6300,5,13.6056,33945.6,0.263292
6300,6,36.4751,34046.3,0.0174575
6300,7,96.4122,34602.3,0.235366
6300,8,66.5997,34433.2,NA
6301,0,0.1,33701.3,NA
6301,1,0.258732,33784,NA
6301,2,0.693844,33831.7,NA
6301,3,1.86137,33868.7,NA
6301,4,5.20316,33928.6,NA
6301,5,13.6056,33945.6,NA
6301,6,36.4751,34046.3,NA
6301,7,96.4122,34433.2,NA
6301,8,66.5997,34602.3,NA
6302,0,0.1,33701.3,NA
6302,1,0.258732,33784,NA
6302,2,0.693844,33831.7,NA
6302,3,1.86137,33868.7,NA
6302,4,5.20316,33945.6,NA
6302,5,13.6056,33928.6,NA
6302,6,36.4751,34046.3,NA
6302,7,96.4122,35133.9,NA
6302,8,66.5997,34602.3,NA
6303,0,0.1,33701.3,NA
6303,1,0.258732,33784,NA
6303,2,0.693844,33831.7,NA
6303,3,1.86137,33868.7,NA
6303,4,5.20316,33928.6,NA
6303,5,13.6056,33945.6,NA
6303,6,36.4751,34046.3,NA
6303,7,96.4122,34602.3,NA
6303,8,66.5997,35133.9,NA
6304,0,0.1,33701.3,NA
6304,1,0.258732,33784,NA
6304,2,0.693844,33831.7,NA
6304,3,1.86137,33868.7,NA
6304,4,5.20316,33928.6,NA
6304,5,13.6056,33945.6,NA
6304,6,36.4751,34046.3,NA
6304,7,96.4122,35133.9,NA
6304,8,66.5997,34602.3,NA
6305,0,0.1,33701.3,NA
6305,1,0.258732,33784,NA
6305,2,0.693844,33831.7,NA
6305,3,1.86137,33868.7,NA
6305,4,5.20316,33928.6,NA
6305,5,13.6056,33945.6,NA
6305,6,36.4751,34046.3,NA
6305,7,96.4122,34909.2,NA
6305,8,66.5997,34602.3,NA
6306,0,0.1,33701.3,NA
6306,1,0.258732,33784,NA
6306,2,0.693844,33831.7,NA
6306,3,1.86137,33868.7,NA
6306,4,5.20316,33928.6,NA
6306,5,13.6056,33945.6,NA
6306,6,36.4751,34046.3,NA
6306,7,96.4122,34909.2,NA
6306,8,66.5997,34602.3,NA
6307,0,0.1,33701.3,NA
6307,1,0.258732,33784,NA
6307,2,0.693844,33831.7,NA
6307,3,1.86137,33868.7,NA
6307,4,5.20316,33928.6,NA
6307,5,13.6056,33945.6,NA
6307,6,36.4751,34046.3,NA
6307,7,96.4122,34691.3,NA
6307,8,66.5997,34561.3,NA
6308,0,0.1,33701.3,NA
6308,1,0.258732,33784,NA
6308,2,0.693844,33831.7,NA
6308,3,1.86137,33868.7,NA
6308,4,5.20316,33928.6,NA
6308,5,13.6056,33970.6,NA
6308,6,36.4751,34046.3,NA
6308,7,96.4122,34561.3,NA
6308,8,66.5997,34560.2,NA
6309,0,0.1,33701.3,NA
6309,1,0.258732,33784,NA
6309,2,0.693844,33831.7,NA
6309,3,1.86137,33868.7,NA
6309,4,5.20316,33928.6,NA
6309,5,13.6056,33970.6,NA
6309,6,36.4751,34046.3,NA
6309,7,96.4122,34838.2,NA
6309,8,66.5997,34560.2,NA
6310,0,0.1,33701.3,NA
6310,1,0.258732,33784,NA
6310,2,0.693844,33831.7,NA
6310,3,1.86137,33868.7,NA
6310,4,5.20316,33928.6,NA
6310,5,13.6056,33970.6,NA
6310,6,36.4751,34046.3,NA
6310,7,96.4122,34838.2,NA
6310,8,66.5997,34560.2,NA
6311,0,0.1,33701.3,NA
6311,1,0.258732,33784,NA
6311,2,0.693844,33831.7,NA
6311,3,1.86137,33868.7,NA
6311,4,5.20316,33928.6,NA
6311,5,13.6056,33970.6,NA
6311,6,36.4751,34046.3,NA
6311,7,96.4122,34838.2,NA
6311,8,66.5997,34560.2,NA
6312,0,0.1,33701.3,NA
6312,1,0.258732,33784,NA
6312,2,0.693844,33831.7,NA
6312,3,1.86137,33868.7,NA
6312,4,5.20316,33928.6,NA
6312,5,13.6056,33970.6,NA
6312,6,36.4751,34046.3,NA
6312,7,96.4122,34838.2,NA
6312,8,66.5997,34416.6,NA
6313,0,0.1,33701.3,NA
6313,1,0.258732,33784,NA
6313,2,0.693844,33831.7,NA
6313,3,1.86137,33868.7,NA
6313,4,5.20316,33928.6,NA
6313,5,13.6056,33970.6,NA
6313,6,36.4751,34046.3,NA
6313,7,96.4122,35057.5,NA
6313,8,66.5997,34416.6,NA
6314,0,0.1,33701.3,NA
6314,1,0.258732,33784,NA
6314,2,0.693844,33831.7,NA
6314,3,1.86137,33868.7,NA
6314,4,5.20316,33928.6,NA
6314,5,13.6056,33970.6,NA
6314,6,36.4751,34046.3,NA
6314,7,96.4122,34932.6,NA
6314,8,66.5997,34416.6,NA
6315,0,0.1,33701.3,NA
6315,1,0.258732,33784,NA
6315,2,0.693844,33831.7,NA
6315,3,1.86137,33868.7,NA
6315,4,5.20316,33945.6,NA
6315,5,13.6056,33928.6,NA
6315,6,36.4751,34046.3,NA
6315,7,96.4122,34416.6,NA
6315,8,66.5997,34713.3,NA
6316,0,0.1,33701.3,NA
6316,1,0.258732,33784,NA
6316,2,0.693844,33831.7,NA
6316,3,1.86137,33868.7,NA
6316,4,5.20316,33928.6,NA
6316,5,13.6056,33945.6,NA
6316,6,36.4751,34046.3,NA
6316,7,96.4122,34713.3,NA
6316,8,66.5997,34416.6,NA
6317,0,0.1,33701.3,NA
6317,1,0.258732,33784,NA
6317,2,0.693844,33831.7,NA
6317,3,1.86137,33868.7,NA
6317,4,5.20316,33928.6,NA
6317,5,13.6056,33945.6,NA
6317,6,36.4751,34046.3,NA
6317,7,96.4122,34713.3,NA
6317,8,66.5997,34511.4,NA
6318,0,0.1,33701.3,NA
6318,1,0.258732,33784,NA
6318,2,0.693844,33831.7,NA
6318,3,1.86137,33868.7,NA
6318,4,5.20316,33928.6,NA
6318,5,13.6056,33945.6,NA
6318,6,36.4751,34046.3,NA
6318,7,96.4122,34713.3,NA
6318,8,66.5997,34511.4,NA
6319,0,0.1,33701.3,NA
6319,1,0.258732,33784,NA
6319,2,0.693844,33831.7,NA
6319,3,1.86137,33868.7,NA
6319,4,5.20316,33928.6,NA
6319,5,13.6056,33945.6,NA
6319,6,36.4751,34046.3,NA
6319,7,96.4122,34752.4,NA
6319,8,66.5997,34511.4,NA
6320,0,0.1,33701.3,NA
6320,1,0.258732,33784,NA
6320,2,0.693844,33831.7,NA
6320,3,1.86137,33868.7,NA
6320,4,5.20316,33928.6,NA
6320,5,13.6056,33945.6,NA
6320,6,36.4751,34046.3,NA
6320,7,96.4122,34511.4,NA
6320,8,66.5997,34608.8,NA
6321,0,0.1,33701.3,NA
6321,1,0.258732,33784,NA
6321,2,0.693844,33831.7,NA
6321,3,1.86137,33868.7,NA
6321,4,5.20316,33928.6,NA
6321,5,13.6056,33945.6,NA
6321,6,36.4751,34046.3,NA
6321,7,96.4122,34363.3,NA
6321,8,66.5997,34511.4,NA
6322,0,0.1,33701.3,NA
6322,1,0.258732,33784,NA
6322,2,0.693844,33831.7,NA
6322,3,1.86137,33868.7,NA
6322,4,5.20316,33928.6,NA
6322,5,13.6056,33945.6,NA
6322,6,36.4751,34046.3,NA
6322,7,96.4122,34511.4,NA
6322,8,66.5997,34426.5,NA
6323,0,0.1,33701.3,NA
6323,1,0.258732,33784,NA
6323,2,0.693844,33831.7,NA
6323,3,1.86137,33868.7,NA
6323,4,5.20316,33928.6,NA
6323,5,13.6056,33945.6,NA
6323,6,36.4751,34046.3,NA
6323,7,96.4122,34426.5,NA
6323,8,66.5997,34602.7,NA
6324,0,0.1,33701.3,NA
6324,1,0.258732,33784,NA
6324,2,0.693844,33831.7,NA
6324,3,1.86137,33868.7,NA
6324,4,5.20316,33928.6,NA
6324,5,13.6056,33945.6,NA
6324,6,36.4751,34046.3,NA
6324,7,96.4122,34511.4,NA
6324,8,66.5997,34426.5,NA
6325,0,0.1,33701.3,NA
6325,1,0.258732,33784,NA
6325,2,0.693844,33831.7,NA
6325,3,1.86137,33868.7,NA
6325,4,5.20316,33928.6,NA
6325,5,13.6056,33945.6,NA
6325,6,36.4751,34046.3,NA
6325,7,96.4122,34426.5,NA
6325,8,66.5997,34510,NA
6326,0,0.1,33701.3,NA
6326,1,0.258732,33784,NA
6326,2,0.693844,33831.7,NA
6326,3,1.86137,33868.7,NA
6326,4,5.20316,33928.6,NA
6326,5,13.6056,33945.6,NA
6326,6,36.4751,34046.3,NA
6326,7,96.4122,34510,NA
6326,8,66.5997,34363.3,NA
6327,0,0.1,33701.3,NA
6327,1,0.258732,33784,NA
6327,2,0.693844,33831.7,NA
6327,3,1.86137,33868.7,NA
6327,4,5.20316,33928.6,NA
6327,5,13.6056,33945.6,NA
6327,6,36.4751,34046.3,NA
6327,7,96.4122,34510,NA
6327,8,66.5997,34363.3,NA
6328,0,0.1,33701.3,NA
6328,1,0.258732,33784,NA
6328,2,0.693844,33831.7,NA
6328,3,1.86137,33868.7,NA
6328,4,5.20316,33945.6,NA
6328,5,13.6056,33928.6,NA
6328,6,36.4751,34046.3,NA
6328,7,96.4122,34561.4,NA
6328,8,66.5997,34403.2,NA
6329,0,0.1,33701.3,NA
6329,1,0.258732,33784,NA
6329,2,0.693844,33831.7,NA
6329,3,1.86137,33868.7,NA
6329,4,5.20316,33928.6,NA
6329,5,13.6056,33945.6,NA
6329,6,36.4751,34046.3,NA
6329,7,96.4122,34403.2,NA
6329,8,66.5997,34510,NA
6330,0,0.1,33701.3,NA
6330,1,0.258732,33784,NA
6330,2,0.693844,33831.7,NA
6330,3,1.86137,33868.7,NA
6330,4,5.20316,33928.6,NA
6330,5,13.6056,33970.6,NA
6330,6,36.4751,34046.3,NA
6330,7,96.4122,34834.2,NA
6330,8,66.5997,34330.3,NA
6331,0,0.1,33701.3,NA
6331,1,0.258732,33784,NA
6331,2,0.693844,33831.7,NA
6331,3,1.86137,33868.7,NA
6331,4,5.20316,33928.6,NA
6331,5,13.6056,33970.6,NA
6331,6,36.4751,34046.3,NA
6331,7,96.4122,34330.3,NA
6331,8,66.5997,34834.2,NA
6332,0,0.1,33701.3,NA
6332,1,0.258732,33784,NA
6332,2,0.693844,33831.7,NA
6332,3,1.86137,33868.7,NA
6332,4,5.20316,33928.6,NA
6332,5,13.6056,33970.6,NA
6332,6,36.4751,34046.3,NA
6332,7,96.4122,34834.2,NA
6332,8,66.5997,34330.3,NA
6333,0,0.1,33701.3,NA
6333,1,0.258732,33784,NA
6333,2,0.693844,33831.7,NA
6333,3,1.86137,33868.7,NA
6333,4,5.20316,33928.6,NA
6333,5,13.6056,33970.6,NA
6333,6,36.4751,34046.3,NA
6333,7,96.4122,34524,NA
6333,8,66.5997,34834.2,NA
6334,0,0.1,33701.3,NA
6334,1,0.258732,33784,NA
6334,2,0.693844,33831.7,NA
6334,3,1.86137,33868.7,NA
6334,4,5.20316,33928.6,NA
6334,5,13.6056,33970.6,NA
6334,6,36.4751,34046.3,NA
6334,7,96.4122,34834.2,NA
6334,8,66.5997,34524,NA
6335,0,0.1,33701.3,NA
6335,1,0.258732,33784,NA
6335,2,0.693844,33831.7,NA
6335,3,1.86137,33868.7,NA
6335,4,5.20316,33928.6,NA
6335,5,13.6056,33970.6,NA
6335,6,36.4751,34046.3,NA
6335,7,96.4122,34780.7,NA
6335,8,66.5997,34524,NA
6336,0,0.1,33701.3,NA
6336,1,0.258732,33784,NA
6336,2,0.693844,33831.7,NA
6336,3,1.86137,33868.7,NA
6336,4,5.20316,33928.6,NA
6336,5,13.6056,33970.6,NA
6336,6,36.4751,34046.3,NA
6336,7,96.4122,34397.1,NA
6336,8,66.5997,34416.8,NA
6337,0,0.1,33701.3,NA
6337,1,0.258732,33784,NA
6337,2,0.693844,33831.7,NA
6337,3,1.86137,33868.7,NA
6337,4,5.20316,33928.6,NA
6337,5,13.6056,33970.6,NA
6337,6,36.4751,34046.3,NA
6337,7,96.4122,34416.8,NA
6337,8,66.5997,34397.1,NA
6338,0,0.1,33701.3,NA
6338,1,0.258732,33784,NA
6338,2,0.693844,33831.7,NA
6338,3,1.86137,33868.7,NA
6338,4,5.20316,33928.6,NA
6338,5,13.6056,33970.6,NA
6338,6,36.4751,34046.3,NA
6338,7,96.4122,34814,NA
6338,8,66.5997,34446.8,NA
6339,0,0.1,33701.3,NA
6339,1,0.258732,33784,NA
6339,2,0.693844,33831.7,NA
6339,3,1.86137,33868.7,NA
6339,4,5.20316,33928.6,NA
6339,5,13.6056,33945.6,NA
6339,6,36.4751,34046.3,NA
6339,7,96.4122,34814,NA
6339,8,66.5997,34446.8,NA
6340,0,0.1,33701.3,NA
6340,1,0.258732,33784,NA
6340,2,0.693844,33831.7,NA
6340,3,1.86137,33868.7,NA
6340,4,5.20316,33928.6,NA
6340,5,13.6056,33945.6,NA
6340,6,36.4751,34046.3,NA
6340,7,96.4122,34814,NA
6340,8,66.5997,34446.8,NA
6341,0,0.1,33701.3,NA
6341,1,0.258732,33784,NA
6341,2,0.693844,33831.7,NA
6341,3,1.86137,33868.7,NA
6341,4,5.20316,33928.6,NA
6341,5,13.6056,33945.6,NA
6341,6,36.4751,34046.3,NA
6341,7,96.4122,34814,NA
6341,8,66.5997,34485.7,NA
6342,0,0.1,33701.3,NA
6342,1,0.258732,33784,NA
6342,2,0.693844,33831.7,NA
6342,3,1.86137,33868.7,NA
6342,4,5.20316,33928.6,NA
6342,5,13.6056,33945.6,NA
6342,6,36.4751,34046.3,NA
6342,7,96.4122,34814,NA
6342,8,66.5997,34485.7,NA
6343,0,0.1,33701.3,NA
6343,1,0.258732,33784,NA
6343,2,0.693844,33831.7,NA
6343,3,1.86137,33868.7,NA
6343,4,5.20316,33945.6,NA
6343,5,13.6056,33928.6,NA
6343,6,36.4751,34046.3,NA
6343,7,96.4122,34485.7,NA
6343,8,66.5997,34895.4,NA
6344,0,0.1,33701.3,NA
6344,1,0.258732,33784,NA
6344,2,0.693844,33831.7,NA
6344,3,1.86137,33868.7,NA
6344,4,5.20316,33928.6,NA
6344,5,13.6056,33945.6,NA
6344,6,36.4751,34046.3,NA
6344,7,96.4122,34757.9,NA
6344,8,66.5997,34485.7,NA
6345,0,0.1,33701.3,NA
6345,1,0.258732,33784,NA
6345,2,0.693844,33831.7,NA
6345,3,1.86137,33868.7,NA
6345,4,5.20316,33928.6,NA
6345,5,13.6056,33945.6,NA
6345,6,36.4751,34046.3,NA
6345,7,96.4122,34757.9,NA
6345,8,66.5997,34485.7,NA
6346,0,0.1,33701.3,NA
6346,1,0.258732,33784,NA
6346,2,0.693844,33831.7,NA
6346,3,1.86137,33868.7,NA
6346,4,5.20316,33928.6,NA
6346,5,13.6056,33945.6,NA
6346,6,36.4751,34046.3,NA
6346,7,96.4122,34757.9,NA
6346,8,66.5997,34485.7,NA
6347,0,0.1,33701.3,NA
6347,1,0.258732,33784,NA
6347,2,0.693844,33831.7,NA
6347,3,1.86137,33868.7,NA
6347,4,5.20316,33928.6,NA
6347,5,13.6056,33945.6,NA
6347,6,36.4751,34046.3,NA
6347,7,96.4122,34757.9,NA
6347,8,66.5997,34396.2,NA
6348,0,0.1,33701.3,NA
6348,1,0.258732,33784,NA
6348,2,0.693844,33831.7,NA
6348,3,1.86137,33868.7,NA
6348,4,5.20316,33928.6,NA
6348,5,13.6056,33945.6,NA
6348,6,36.4751,34046.3,NA
6348,7,96.4122,34829.5,NA
6348,8,66.5997,34396.2,NA
6349,0,0.1,33701.3,NA
6349,1,0.258732,33784,NA
6349,2,0.693844,33831.7,NA
6349,3,1.86137,33868.7,NA
6349,4,5.20316,33928.6,NA
6349,5,13.6056,33945.6,NA
6349,6,36.4751,34046.3,NA
6349,7,96.4122,34829.5,NA
6349,8,66.5997,34396.2,NA
6350,0,0.1,33701.3,NA
6350,1,0.258732,33784,NA
6350,2,0.693844,33831.7,NA
6350,3,1.86137,33868.7,NA
6350,4,5.20316,33928.6,NA
6350,5,13.6056,33945.6,NA
6350,6,36.4751,34046.3,NA
6350,7,96.4122,34829.5,NA
6350,8,66.5997,34396.2,NA
6351,0,0.1,33701.3,NA
6351,1,0.258732,33784,NA
6351,2,0.693844,33831.7,NA
6351,3,1.86137,33868.7,NA
6351,4,5.20316,33928.6,NA
6351,5,13.6056,33945.6,NA
6351,6,36.4751,34046.3,NA
6351,7,96.4122,35154.8,NA
6351,8,66.5997,34513.4,NA
6352,0,0.1,33701.3,NA
6352,1,0.258732,33784,NA
6352,2,0.693844,33831.7,NA
6352,3,1.86137,33868.7,NA
6352,4,5.20316,33945.6,NA
6352,5,13.6056,33928.6,NA
6352,6,36.4751,34046.3,NA
6352,7,96.4122,35154.8,NA
6352,8,66.5997,34513.4,NA
6353,0,0.1,33701.3,NA
6353,1,0.258732,33784,NA
6353,2,0.693844,33831.7,NA
6353,3,1.86137,33868.7,NA
6353,4,5.20316,33928.6,NA
6353,5,13.6056,33945.6,NA
6353,6,36.4751,34046.3,NA
6353,7,96.4122,35154.8,NA
6353,8,66.5997,34482.1,NA
6354,0,0.1,33701.3,NA
6354,1,0.258732,33784,NA
6354,2,0.693844,33831.7,NA
6354,3,1.86137,33868.7,NA
6354,4,5.20316,33928.6,NA
6354,5,13.6056,33945.6,NA
6354,6,36.4751,34046.3,NA
6354,7,96.4122,35154.8,NA
6354,8,66.5997,34623.9,NA
6355,0,0.1,33701.3,NA
6355,1,0.258732,33784,NA
6355,2,0.693844,33831.7,NA
6355,3,1.86137,33868.7,NA
6355,4,5.20316,33928.6,NA
6355,5,13.6056,33945.6,NA
6355,6,36.4751,34046.3,NA
6355,7,96.4122,35060,NA
6355,8,66.5997,34482.1,NA
6356,0,0.1,33701.3,NA
6356,1,0.258732,33784,NA
6356,2,0.693844,33831.7,NA
6356,3,1.86137,33868.7,NA
6356,4,5.20316,33928.6,NA
6356,5,13.6056,33972.8,NA
6356,6,36.4751,34046.3,NA
6356,7,96.4122,35060,NA
6356,8,66.5997,34482.1,NA
6357,0,0.1,33701.3,NA
6357,1,0.258732,33784,NA
6357,2,0.693844,33831.7,NA
6357,3,1.86137,33868.7,NA
6357,4,5.20316,33928.6,NA
6357,5,13.6056,33972.8,NA
6357,6,36.4751,34046.3,NA
6357,7,96.4122,35289.4,NA
6357,8,66.5997,34482.1,NA
6358,0,0.1,33701.3,NA
6358,1,0.258732,33784,NA
6358,2,0.693844,33831.7,NA
6358,3,1.86137,33868.7,NA
6358,4,5.20316,33928.6,NA
6358,5,13.6056,33972.8,NA
6358,6,36.4751,34046.3,NA
6358,7,96.4122,35289.4,NA
6358,8,66.5997,34376.8,NA
6359,0,0.1,33701.3,NA
6359,1,0.258732,33784,NA
6359,2,0.693844,33831.7,NA
6359,3,1.86137,33868.7,NA
6359,4,5.20316,33928.6,NA
6359,5,13.6056,33972.8,NA
6359,6,36.4751,34046.3,NA
6359,7,96.4122,35289.4,NA
6359,8,66.5997,34376.8,NA
6360,0,0.1,33701.3,NA
6360,1,0.258732,33784,NA
6360,2,0.693844,33831.7,NA
6360,3,1.86137,33868.7,NA
6360,4,5.20316,33928.6,NA
6360,5,13.6056,33972.8,NA
6360,6,36.4751,34046.3,NA
6360,7,96.4122,35289.4,NA
6360,8,66.5997,34376.8,NA
6361,0,0.1,33701.3,NA
6361,1,0.258732,33784,NA
6361,2,0.693844,33831.7,NA
6361,3,1.86137,33868.7,NA
6361,4,5.20316,33928.6,NA
6361,5,13.6056,33972.8,NA
6361,6,36.4751,34046.3,NA
6361,7,96.4122,35718.3,NA
6361,8,66.5997,34376.8,NA
6362,0,0.1,33701.3,NA
6362,1,0.258732,33784,NA
6362,2,0.693844,33831.7,NA
6362,3,1.86137,33868.7,NA
6362,4,5.20316,33928.6,NA
6362,5,13.6056,33972.8,NA
6362,6,36.4751,34046.3,NA
6362,7,96.4122,35655.1,NA
6362,8,66.5997,34376.8,NA
6363,0,0.1,33701.3,NA
6363,1,0.258732,33784,NA
6363,2,0.693844,33831.7,NA
6363,3,1.86137,33868.7,NA
6363,4,5.20316,33928.6,NA
6363,5,13.6056,33972.8,NA
6363,6,36.4751,34096.7,NA
6363,7,96.4122,35684.5,NA
6363,8,66.5997,34376.8,NA
6364,0,0.1,33701.3,NA
6364,1,0.258732,33784,NA
6364,2,0.693844,33831.7,NA
6364,3,1.86137,33868.7,NA
6364,4,5.20316,33928.6,NA
6364,5,13.6056,33972.8,NA
6364,6,36.4751,34096.7,NA
6364,7,96.4122,35669.3,NA
6364,8,66.5997,34376.8,NA
6365,0,0.1,33701.3,NA
6365,1,0.258732,33784,NA
6365,2,0.693844,33831.7,NA
6365,3,1.86137,33868.7,NA
6365,4,5.20316,33928.6,NA
6365,5,13.6056,33972.8,NA
6365,6,36.4751,34096.7,NA
6365,7,96.4122,35669.3,NA
6365,8,66.5997,34376.8,NA
6366,0,0.1,33701.3,NA
6366,1,0.258732,33784,NA
6366,2,0.693844,33831.7,NA
6366,3,1.86137,33868.7,NA
6366,4,5.20316,33928.6,NA
6366,5,13.6056,33972.8,NA
6366,6,36.4751,34096.7,NA
6366,7,96.4122,35284.4,NA
6366,8,66.5997,34376.8,NA
6367,0,0.1,33701.3,NA
6367,1,0.258732,33784,NA
6367,2,0.693844,33831.7,NA
6367,3,1.86137,33868.7,NA
6367,4,5.20316,33928.6,NA
6367,5,13.6056,33972.8,NA
6367,6,36.4751,34096.7,NA
6367,7,96.4122,35245.5,NA
6367,8,66.5997,34376.8,NA
6368,0,0.1,33701.3,NA
6368,1,0.258732,33784,NA
6368,2,0.693844,33831.7,NA
6368,3,1.86137,33868.7,NA
6368,4,5.20316,33928.6,NA
6368,5,13.6056,33972.8,NA
6368,6,36.4751,34096.7,NA
6368,7,96.4122,35245.5,NA
6368,8,66.5997,34013.3,NA
6369,0,0.1,33701.3,NA
6369,1,0.258732,33784,NA
6369,2,0.693844,33831.7,NA
6369,3,1.86137,33868.7,NA
6369,4,5.20316,33928.6,NA
6369,5,13.6056,33972.8,NA
6369,6,36.4751,34096.7,NA
6369,7,96.4122,35173.8,NA
6369,8,66.5997,34013.3,NA
